overall_qual,gr_liv_area,nb_ranking,garage_area,garage_cars,total_bsmt_sf,1st_flr_sf,year_built,year_remod/add,full_bath,totrms_abvgrd,mas_vnr_area,fireplaces,bsmtfin_sf_1,open_porch_sf,wood_deck_sf,lot_area,saleprice
6,1516,1.9,472.0,2.0,1516.0,1516,1964,1964,1,6,180.0,0,196.0,0,0,10004,167000
5,1032,1.7,260.0,1.0,0.0,1032,1935,1950,1,6,0.0,1,0.0,0,0,8250,125000
3,1588,1.85,0.0,0.0,448.0,1588,1949,1992,2,6,0.0,0,0.0,0,0,12205,65000
7,1316,2.5,440.0,2.0,1316.0,1316,2007,2007,2,6,0.0,1,0.0,20,0,11175,200141
7,1528,2.15,480.0,2.0,1528.0,1528,2007,2007,3,6,0.0,1,0.0,228,0,9965,235876
5,2168,1.05,576.0,2.0,760.0,928,1900,1993,2,11,0.0,0,0.0,160,467,8660,123000
5,1422,1.4,288.0,1.0,806.0,1081,1951,1951,1,7,41.0,1,329.0,0,0,12375,137500
4,990,2.5,0.0,0.0,990.0,990,1994,1995,1,5,0.0,0,588.0,0,0,8070,123600
6,1324,1.9,440.0,2.0,1088.0,1324,1965,1965,2,6,101.0,1,643.0,138,0,8658,160000
6,1690,2.1,463.0,2.0,924.0,948,2000,2000,2,7,0.0,1,0.0,48,100,8063,181000
5,825,1.85,720.0,2.0,825.0,825,1955,1995,1,4,0.0,0,180.0,50,140,8235,125000
6,1556,2.05,441.0,2.0,727.0,829,1968,1968,1,8,0.0,0,298.0,0,0,11700,154000
6,1797,1.45,616.0,2.0,1152.0,1152,1993,1994,2,7,0.0,1,944.0,312,162,12961,231000
5,1056,1.9,304.0,1.0,1056.0,1056,1968,1968,1,6,0.0,1,775.0,85,0,8450,142000
10,3608,1.85,840.0,3.0,1107.0,1518,1892,1993,2,12,0.0,2,0.0,260,0,22950,475000
8,1778,2.5,495.0,2.0,1573.0,1778,2005,2006,2,5,473.0,1,1573.0,53,123,5748,375000
4,864,1.9,0.0,0.0,864.0,864,1971,1971,1,5,0.0,1,432.0,0,0,10500,115000
7,1221,2.15,400.0,2.0,1221.0,1221,2004,2005,2,6,0.0,0,410.0,113,0,7500,185000
6,865,1.7,216.0,1.0,660.0,740,1920,1995,1,4,0.0,1,144.0,0,0,10042,108500
7,1223,2.15,480.0,2.0,600.0,520,2005,2005,2,4,0.0,0,0.0,166,0,2544,147400
7,1452,2.15,506.0,2.0,691.0,713,1999,1999,2,6,218.0,0,549.0,34,0,3768,156000
5,1308,1.05,400.0,2.0,880.0,880,1915,1978,2,6,0.0,0,0.0,0,0,10320,120000
7,1374,2.1,400.0,2.0,384.0,744,2004,2004,2,7,0.0,0,241.0,0,0,9734,167000
7,1504,2.1,437.0,2.0,1346.0,1504,2005,2006,2,7,14.0,1,16.0,20,156,3182,191000
6,1384,2.1,390.0,2.0,384.0,754,1997,1997,2,7,0.0,1,0.0,0,0,8872,161500
5,1411,1.9,310.0,1.0,1204.0,1411,1955,1975,1,7,0.0,1,780.0,82,278,12198,130000
5,970,1.4,624.0,2.0,970.0,970,1963,1963,1,5,0.0,0,630.0,24,0,8480,132500
5,904,1.4,912.0,3.0,864.0,904,1970,1970,1,5,0.0,0,704.0,0,143,10200,144000
5,2233,1.7,579.0,2.0,0.0,1100,1979,1979,2,11,0.0,0,0.0,0,0,9555,141000
4,875,2.5,728.0,2.0,385.0,875,1972,2006,1,5,0.0,0,385.0,0,352,7200,117000
6,754,1.05,0.0,0.0,520.0,520,1935,1982,1,5,0.0,0,490.0,0,53,6780,84500
4,1663,2.35,529.0,2.0,1364.0,1663,1954,1994,1,6,0.0,2,1116.0,137,224,53227,256000
5,925,1.9,429.0,1.0,925.0,925,1965,1965,1,5,0.0,0,338.0,0,0,9100,117500
5,1308,2.5,256.0,1.0,728.0,976,1940,1950,1,7,0.0,2,428.0,70,0,9600,160000
5,1375,1.4,323.0,1.0,1240.0,1375,1956,1998,1,6,0.0,1,386.0,0,0,14175,187000
8,2385,2.7,818.0,3.0,1317.0,1217,2003,2003,2,7,280.0,1,938.0,228,192,14277,350000
5,1792,1.9,480.0,2.0,896.0,896,1974,1974,2,8,0.0,0,0.0,45,0,9000,133000
8,2464,2.7,650.0,3.0,2418.0,2464,2007,2007,2,9,554.0,1,1728.0,78,358,13693,417500
7,1569,2.1,660.0,3.0,1386.0,1569,2007,2007,2,7,130.0,1,988.0,20,143,3635,175900
9,1680,2.5,1138.0,3.0,1555.0,1680,2009,2009,1,8,242.0,1,1021.0,24,185,10933,323262
7,1337,2.5,531.0,2.0,1337.0,1337,2003,2003,2,6,0.0,0,699.0,39,0,8450,185000
6,816,1.9,240.0,1.0,816.0,816,1934,1950,1,4,0.0,1,574.0,0,228,8550,129800
7,1541,2.7,532.0,2.0,1541.0,1541,2005,2005,2,7,226.0,1,1201.0,70,0,12182,220000
4,1573,1.35,240.0,1.0,884.0,989,1935,1995,1,6,0.0,0,0.0,0,0,6120,133000
4,1461,1.9,384.0,1.0,832.0,832,1949,1996,2,6,0.0,0,0.0,204,0,10800,133500
6,2048,1.45,776.0,2.0,1958.0,2048,1976,1976,3,9,0.0,0,0.0,0,0,12760,170000
6,1642,2.1,392.0,2.0,903.0,910,1993,1994,2,7,0.0,1,0.0,84,290,7655,168000
6,1470,1.85,624.0,2.0,738.0,868,1922,1994,1,6,0.0,0,283.0,0,0,10560,140750
6,2299,2.1,482.0,2.0,938.0,957,1999,2003,3,7,0.0,1,0.0,30,188,7500,204000
7,2035,2.1,434.0,2.0,884.0,884,2001,2001,2,8,180.0,1,0.0,48,144,9505,222500
5,999,1.9,300.0,1.0,925.0,999,1962,1962,1,6,0.0,0,784.0,72,150,10205,134500
8,1378,2.15,540.0,2.0,1378.0,1378,2004,2004,2,6,0.0,1,851.0,56,160,4379,214000
5,1118,1.85,410.0,2.0,793.0,793,1939,1950,1,5,0.0,1,507.0,0,0,7800,119900
4,1440,1.7,0.0,0.0,1440.0,1440,1955,1955,2,8,270.0,0,133.0,0,0,12108,118000
5,1134,1.9,254.0,1.0,1010.0,1134,1960,2002,1,6,45.0,0,588.0,16,0,7000,135000
6,1848,1.35,370.0,2.0,833.0,1053,1923,2000,1,8,0.0,1,0.0,0,0,13053,207000
6,1694,1.45,576.0,2.0,1181.0,1390,1925,1950,2,7,0.0,1,423.0,0,342,8400,136500
4,901,1.85,281.0,1.0,901.0,901,1954,2000,1,4,0.0,0,0.0,0,0,6000,107900
6,1409,1.35,528.0,2.0,861.0,861,1938,1950,1,6,0.0,1,52.0,0,225,6240,126000
6,1656,1.9,528.0,2.0,1080.0,1656,1960,1960,1,7,112.0,2,639.0,62,210,31770,215000
10,2332,2.7,846.0,3.0,1682.0,1742,2007,2008,2,9,272.0,1,1280.0,134,196,12474,426000
5,1113,1.9,264.0,1.0,1113.0,1113,1950,2007,1,5,0.0,1,607.0,80,0,9600,147000
6,1232,2.5,440.0,2.0,816.0,1232,1916,2000,1,6,0.0,1,0.0,0,0,8574,147500
9,1950,2.7,706.0,3.0,1950.0,1950,2007,2007,2,7,480.0,1,1375.0,207,156,14418,383000
7,1872,2.05,604.0,2.0,1845.0,1872,1988,1988,2,6,102.0,1,929.0,39,197,10400,241500
6,1264,2.5,400.0,2.0,676.0,676,1914,1995,1,6,0.0,0,0.0,0,424,15564,147500
8,2500,3.6,683.0,3.0,1168.0,1168,2005,2005,3,9,130.0,1,16.0,32,192,13543,355000
5,784,1.35,0.0,0.0,784.0,784,1924,1950,1,5,0.0,0,784.0,0,0,6130,109500
2,612,1.85,308.0,1.0,0.0,612,1940,1950,1,4,0.0,0,0.0,0,0,5925,45000
7,2403,2.35,349.0,1.0,1032.0,1207,1940,1950,2,10,0.0,2,0.0,0,56,24090,244400
6,1644,1.9,418.0,2.0,1416.0,1644,1953,1953,1,7,238.0,2,1285.0,0,110,9600,167000
7,1729,2.5,542.0,2.0,860.0,860,2002,2002,2,7,214.0,0,0.0,63,386,8158,200000
5,879,1.45,180.0,1.0,830.0,879,1936,1950,1,4,0.0,0,0.0,108,0,5220,80000
5,864,1.7,572.0,2.0,864.0,864,1955,1990,1,5,0.0,0,167.0,0,0,8172,115000
6,1196,1.9,297.0,1.0,1196.0,1196,1956,1956,1,6,74.0,1,616.0,44,0,9000,139000
6,1400,1.4,440.0,2.0,672.0,672,1978,1978,1,6,203.0,1,209.0,0,0,7844,149500
4,1510,1.7,296.0,1.0,755.0,755,1940,1950,1,7,0.0,1,0.0,0,120,9084,108000
4,1294,1.85,0.0,0.0,0.0,694,1900,2000,2,7,0.0,0,0.0,114,220,10800,106250
7,1240,2.5,826.0,3.0,1240.0,1240,2006,2006,2,5,0.0,0,0.0,93,140,8556,194000
5,988,1.4,624.0,2.0,988.0,988,1962,1962,1,6,51.0,0,36.0,0,0,9100,129500
5,1560,1.9,792.0,3.0,1560.0,1560,1968,1968,2,8,0.0,0,0.0,0,0,8668,126000
5,1368,1.7,195.0,1.0,1078.0,1368,1950,1950,1,6,0.0,0,1078.0,41,0,11767,120000
7,1484,2.5,606.0,2.0,1473.0,1484,2004,2005,2,7,109.0,0,712.0,35,0,8400,213000
8,1226,1.95,484.0,2.0,1226.0,1226,1980,1980,1,4,0.0,1,807.0,78,133,3874,190000
6,1169,2.1,402.0,2.0,1160.0,1169,1993,1994,2,6,112.0,1,705.0,26,0,8076,183500
7,1651,1.9,276.0,1.0,725.0,1035,1963,1999,2,6,364.0,2,242.0,46,460,10090,172000
4,816,1.7,288.0,1.0,816.0,816,1938,1958,1,3,0.0,1,690.0,0,0,8877,100000
7,1564,2.5,814.0,3.0,1564.0,1564,2007,2007,2,6,212.0,0,56.0,24,0,11058,218836
6,1912,1.85,672.0,2.0,482.0,1221,1905,2000,2,7,0.0,1,0.0,25,0,10800,163000
7,1525,2.1,534.0,2.0,1510.0,1525,2006,2006,2,6,0.0,1,0.0,18,100,10936,206580
6,1456,2.5,390.0,2.0,728.0,728,2005,2006,2,8,0.0,1,0.0,24,0,8461,163990
5,1330,1.05,390.0,1.0,396.0,665,1910,2004,1,7,0.0,0,0.0,72,0,7518,116500
7,1720,2.1,400.0,2.0,840.0,840,2002,2003,2,7,0.0,1,0.0,48,138,8010,188000
5,1280,1.9,432.0,2.0,793.0,1280,1966,1966,2,6,87.0,1,602.0,40,140,10050,175000
8,1179,3.6,480.0,2.0,1166.0,1179,1988,1988,2,5,0.0,0,248.0,108,0,4740,182000
5,960,1.85,576.0,2.0,850.0,960,1926,1980,1,5,0.0,0,0.0,0,0,6978,103000
10,2633,3.4,804.0,3.0,2633.0,2633,2001,2002,2,8,705.0,2,1282.0,140,314,11400,466500
6,988,1.9,297.0,1.0,988.0,988,1959,1998,2,6,0.0,0,708.0,0,156,9240,149500
7,1055,1.35,319.0,1.0,1061.0,1055,1978,1978,2,4,0.0,0,632.0,32,108,2304,142500
5,1422,2.5,352.0,1.0,1290.0,1422,1926,1950,1,6,0.0,0,319.0,0,0,7223,136500
6,1320,1.5,484.0,2.0,630.0,630,1993,1994,2,5,0.0,0,338.0,48,0,3612,137000
7,1688,2.05,528.0,2.0,1675.0,1688,1988,1988,2,6,102.0,1,983.0,48,0,12680,226500
7,1341,2.1,506.0,2.0,1300.0,1341,1990,1990,1,5,0.0,1,637.0,0,192,10176,171500
5,954,2.5,576.0,2.0,911.0,954,1976,1976,1,6,0.0,0,483.0,0,0,10780,132500
3,1040,1.9,400.0,2.0,0.0,1040,1949,1950,2,6,340.0,0,0.0,0,0,8544,87500
7,1789,2.15,546.0,2.0,858.0,872,2001,2001,2,7,513.0,1,681.0,0,0,10646,223000
6,1537,1.9,462.0,2.0,1319.0,1537,1962,2005,1,7,237.0,1,0.0,36,0,8400,174000
5,884,1.9,270.0,1.0,884.0,884,1951,1991,1,4,0.0,0,741.0,0,0,15428,142000
8,1489,2.15,776.0,2.0,1489.0,1489,2006,2006,2,7,0.0,1,0.0,140,0,11216,232600
6,1309,2.05,484.0,2.0,1040.0,1309,1974,1999,1,5,99.0,1,663.0,0,265,10140,181000
6,2521,1.25,576.0,2.0,942.0,1291,1973,1973,2,10,0.0,1,837.0,20,728,3964,151400
8,1634,2.7,866.0,3.0,1626.0,1634,2006,2006,2,7,248.0,1,0.0,44,0,11428,250000
7,1714,2.05,496.0,2.0,980.0,980,1988,1988,2,7,42.0,1,394.0,66,228,10421,196500
7,2454,1.85,576.0,2.0,819.0,1312,1879,1987,2,8,0.0,1,0.0,148,0,13500,185000
6,1216,2.05,336.0,1.0,1216.0,1216,1969,1969,1,5,200.0,0,955.0,0,0,9000,113000
8,1419,3.6,567.0,2.0,1419.0,1419,2007,2007,2,7,0.0,1,945.0,0,140,8089,392000
6,980,1.7,0.0,0.0,945.0,980,1975,1975,2,4,250.0,0,945.0,0,0,9400,127500
6,1573,2.15,440.0,2.0,756.0,769,2000,2000,2,4,216.0,0,417.0,32,0,2117,177000
6,2443,2.15,744.0,3.0,1158.0,1158,2004,2004,2,9,353.0,1,0.0,127,193,10625,265000
8,2362,2.15,1105.0,2.0,1220.0,1220,1998,1998,2,8,0.0,2,901.0,0,147,8413,312500
10,2775,1.85,880.0,2.0,1237.0,1521,1893,2000,3,9,0.0,1,0.0,502,105,13500,325000
8,2014,2.6,864.0,3.0,2014.0,2014,1980,1980,2,6,115.0,2,1733.0,0,462,15676,275000
7,2520,3.4,721.0,3.0,1203.0,1214,1995,1995,2,9,290.0,1,565.0,114,224,9950,290000
6,1494,1.4,461.0,2.0,1208.0,1494,1974,2002,2,7,250.0,2,126.0,0,296,15410,169000
5,616,1.35,205.0,1.0,616.0,616,1921,1950,1,4,0.0,0,616.0,0,0,6000,89000
6,1465,2.1,393.0,2.0,789.0,789,1998,1998,2,7,0.0,1,0.0,75,0,8402,180400
8,1629,2.7,880.0,3.0,3206.0,1629,2003,2004,2,7,296.0,1,1124.0,0,0,10655,284000
5,912,1.9,275.0,1.0,912.0,912,1958,1958,1,5,1.0,0,456.0,0,0,10150,114500
7,1552,2.5,782.0,3.0,1552.0,1552,2005,2006,2,7,196.0,0,24.0,20,144,10084,212900
7,1430,2.5,605.0,2.0,1413.0,1430,2001,2002,2,6,0.0,0,0.0,33,0,16285,187100
6,1458,2.15,440.0,2.0,729.0,729,1999,1999,2,5,1129.0,1,419.0,32,0,3230,176000
6,1488,2.5,552.0,2.0,1488.0,1488,1968,1968,2,7,0.0,2,813.0,0,0,21579,215000
7,1582,2.5,520.0,2.0,770.0,770,2004,2004,2,6,0.0,0,490.0,45,0,8320,185900
4,864,1.9,660.0,2.0,864.0,864,1970,1970,1,5,0.0,0,375.0,0,96,6960,120500
5,1838,2.1,372.0,2.0,732.0,734,2005,2005,2,7,0.0,1,0.0,40,100,21930,192140
5,816,1.45,264.0,1.0,816.0,816,1982,2008,1,5,0.0,1,641.0,0,0,6600,130500
4,1529,1.7,240.0,1.0,0.0,1088,1945,1950,2,9,0.0,0,0.0,0,92,8405,98000
9,2276,2.5,1348.0,3.0,2271.0,2276,2008,2008,2,7,554.0,2,2085.0,0,0,11778,475000
5,1077,1.05,338.0,1.0,961.0,1077,1920,1950,1,6,0.0,0,0.0,0,0,8967,67000
8,2161,2.7,789.0,3.0,1582.0,1610,2007,2007,1,8,300.0,1,1288.0,120,178,10562,325624
7,1409,1.45,576.0,2.0,1409.0,1409,2002,2002,1,4,0.0,1,1392.0,144,0,12864,245000
5,1114,2.0,576.0,2.0,1114.0,1114,2004,2004,1,6,0.0,0,646.0,102,0,13695,159000
5,1073,1.9,515.0,2.0,1073.0,1073,1965,1965,1,6,168.0,0,836.0,0,0,10289,156000
10,2402,2.7,672.0,3.0,3094.0,2402,2008,2008,2,10,200.0,2,1767.0,72,0,15431,555000
6,1232,2.6,516.0,2.0,1232.0,1232,1984,1984,2,6,0.0,0,660.0,0,0,11120,162500
6,1440,2.0,920.0,4.0,1344.0,1440,1993,1993,2,8,0.0,0,261.0,0,288,9069,224500
6,1488,2.1,738.0,2.0,1488.0,1488,1950,1950,2,6,44.0,1,0.0,0,0,47280,133000
7,1509,2.1,393.0,2.0,783.0,807,2003,2003,2,8,0.0,1,0.0,75,0,7875,180000
5,845,1.45,264.0,1.0,845.0,845,1982,2005,1,6,0.0,0,638.0,0,0,6600,134500
10,2945,3.6,641.0,3.0,1410.0,1426,2006,2006,3,10,1031.0,1,0.0,0,192,13682,438780
6,1431,1.9,296.0,1.0,1099.0,1431,1962,1962,1,6,305.0,1,371.0,110,64,9150,165000
5,892,1.9,288.0,1.0,892.0,892,1967,1967,1,5,60.0,0,432.0,0,0,7150,100000
7,1329,1.9,441.0,2.0,1329.0,1329,1960,1960,1,5,128.0,2,544.0,0,0,12285,176000
5,1779,1.4,454.0,2.0,1763.0,1779,1955,1974,1,6,0.0,1,306.0,418,0,17920,170000
7,1555,2.1,660.0,3.0,1373.0,1555,2007,2007,2,7,130.0,1,0.0,20,143,3684,174000
6,1236,1.05,384.0,1.0,768.0,788,1925,1950,2,6,0.0,1,121.0,0,0,7006,127000
7,1651,2.1,450.0,2.0,831.0,873,1999,1999,2,7,0.0,1,0.0,103,0,8390,185900
5,886,1.85,273.0,1.0,190.0,886,1938,1996,1,4,0.0,0,0.0,20,144,5784,91300
6,1700,2.5,544.0,2.0,1682.0,1700,2003,2003,2,7,120.0,0,340.0,23,192,9135,200000
6,1846,1.9,315.0,1.0,1040.0,1168,1949,1950,2,7,320.0,1,196.0,0,0,10496,143000
5,1920,1.4,451.0,2.0,1052.0,1252,1958,1958,2,8,0.0,1,57.0,0,0,13650,172500
4,1088,1.7,520.0,2.0,1088.0,1088,1963,1963,1,4,20.0,0,132.0,0,0,8308,110000
4,1362,1.9,768.0,3.0,1040.0,1362,1957,1957,1,6,160.0,1,775.0,0,0,9450,140000
6,1314,2.5,440.0,2.0,1314.0,1314,2006,2006,2,6,0.0,1,24.0,22,0,9317,176432
6,1294,2.0,496.0,2.0,1278.0,1294,1991,1991,2,6,88.0,0,1200.0,51,112,7153,179200
7,1274,2.5,508.0,2.0,1274.0,1274,2005,2007,2,6,80.0,0,925.0,98,264,8814,203000
7,1689,2.15,954.0,3.0,1689.0,1689,2007,2007,2,7,0.0,0,0.0,56,0,9849,248328
9,1641,2.85,885.0,3.0,1641.0,1641,2008,2008,2,7,406.0,0,1115.0,95,0,14463,316500
7,1079,1.7,249.0,1.0,570.0,617,1948,1950,1,5,0.0,1,0.0,0,135,5190,125600
5,984,1.85,308.0,1.0,984.0,984,1959,1959,1,5,164.0,0,200.0,0,0,9750,110000
4,960,1.85,308.0,1.0,960.0,960,1920,1950,1,5,0.0,0,250.0,0,0,6000,108500
5,1044,1.05,504.0,2.0,540.0,1044,1952,1952,1,4,0.0,0,0.0,0,0,8712,55993
5,1633,1.85,240.0,1.0,1027.0,1027,1948,2009,1,7,0.0,1,780.0,100,0,11851,129000
6,1137,2.85,551.0,2.0,1112.0,1137,1987,1987,2,5,72.0,1,980.0,0,125,13811,176000
6,1380,1.9,364.0,1.0,1380.0,1380,1963,1963,1,6,295.0,0,384.0,0,0,10143,154000
6,1256,2.85,578.0,2.0,1256.0,1256,1986,1986,2,6,228.0,1,920.0,0,282,18265,180000
5,1142,1.25,528.0,2.0,1142.0,1142,1976,1976,1,6,0.0,1,874.0,90,536,4224,134000
6,2158,1.7,576.0,2.0,1202.0,2158,1950,2001,2,7,0.0,1,477.0,29,0,12615,243000
8,1629,2.85,808.0,3.0,1616.0,1629,2002,2003,2,9,236.0,1,1300.0,252,0,14536,270000
6,1080,1.45,484.0,2.0,1084.0,1080,1983,1983,1,5,0.0,0,336.0,0,120,9187,134000
7,2646,3.4,656.0,3.0,1347.0,1372,1993,1993,2,9,256.0,1,987.0,60,340,9900,260000
7,1491,2.5,484.0,2.0,738.0,738,2006,2006,2,7,0.0,1,0.0,30,100,8333,168675
6,1694,2.1,398.0,2.0,392.0,924,1994,1994,2,7,32.0,1,186.0,64,256,10147,160000
5,1080,1.85,0.0,0.0,684.0,684,1890,1996,1,5,0.0,0,0.0,165,0,5914,95000
6,1422,2.5,440.0,2.0,704.0,704,2005,2006,2,7,0.0,1,0.0,28,36,11646,173000
7,1301,2.15,572.0,2.0,1293.0,1301,2006,2006,2,5,0.0,1,0.0,121,216,7200,187750
7,2093,2.05,542.0,2.0,791.0,1236,1986,1991,2,7,123.0,1,0.0,63,364,20544,215000
5,1073,1.4,270.0,1.0,1073.0,1073,1967,1967,1,6,340.0,0,221.0,90,0,9981,120000
7,1506,2.15,672.0,2.0,1494.0,1506,2005,2006,2,7,143.0,1,778.0,35,192,8251,249000
7,1334,2.05,477.0,2.0,1334.0,1334,1967,1967,2,7,264.0,0,553.0,20,0,10140,164500
7,1295,3.0,312.0,1.0,0.0,1295,1986,1986,2,5,0.0,0,0.0,0,0,8239,230000
7,1344,1.85,456.0,2.0,672.0,672,1929,1990,1,6,0.0,1,336.0,0,0,5700,140000
5,732,1.9,240.0,1.0,732.0,732,1952,1952,1,4,0.0,0,630.0,68,0,7200,118900
8,1468,2.5,904.0,3.0,1468.0,1468,2008,2008,2,6,0.0,1,0.0,142,192,9178,239900
6,1069,1.35,440.0,2.0,1069.0,1069,1975,1975,2,4,0.0,1,727.0,55,0,4043,146300
5,1040,1.25,499.0,2.0,1040.0,1040,1975,1975,1,6,0.0,0,769.0,100,0,4224,124000
5,999,1.4,308.0,1.0,925.0,999,1963,1963,1,6,0.0,0,925.0,176,40,11235,130000
7,1349,2.0,539.0,2.0,1349.0,1349,2000,2001,2,6,108.0,0,0.0,55,120,8450,179000
7,1442,2.1,500.0,2.0,1424.0,1442,1990,1990,2,5,0.0,0,0.0,34,0,11851,180500
4,747,1.85,220.0,1.0,747.0,747,1945,1950,1,4,0.0,0,0.0,0,0,4608,80000
8,1578,2.15,840.0,3.0,1573.0,1578,2008,2009,2,7,194.0,1,0.0,36,0,9262,287090
5,882,1.85,308.0,1.0,0.0,882,1956,1956,1,4,0.0,0,0.0,45,0,12702,97000
7,1511,2.1,398.0,2.0,1368.0,1511,2002,2002,2,5,40.0,1,1038.0,30,130,2938,246990
6,1128,2.1,480.0,2.0,1302.0,1128,1964,1964,1,6,138.0,1,550.0,108,0,18160,154204
7,1312,1.9,495.0,2.0,1312.0,1312,1958,2001,1,6,125.0,1,637.0,304,0,11355,186000
5,1302,1.0,264.0,1.0,630.0,630,1972,1972,2,6,356.0,0,350.0,0,0,1680,111750
9,2696,2.7,958.0,3.0,2846.0,2696,2003,2004,2,10,1095.0,2,1373.0,150,220,14300,500000
7,1356,2.5,484.0,2.0,628.0,628,2007,2007,2,6,0.0,1,0.0,24,100,10616,177439
9,2184,2.7,836.0,3.0,1104.0,1130,2008,2008,2,10,154.0,1,936.0,102,0,11308,335000
7,1964,2.05,483.0,2.0,803.0,1098,1976,1976,2,8,660.0,1,403.0,69,0,10480,205000
8,1321,3.6,484.0,2.0,1312.0,1321,1990,1990,1,4,0.0,1,926.0,64,0,5118,212000
8,1646,2.5,525.0,2.0,1594.0,1646,2004,2005,2,5,186.0,1,1373.0,53,128,3811,246000
7,1260,2.05,598.0,2.0,1260.0,1260,1983,1983,2,6,174.0,0,747.0,0,152,10825,181900
5,1316,1.85,484.0,2.0,926.0,926,1929,2001,1,6,0.0,0,234.0,0,0,5500,130000
5,1432,1.85,360.0,2.0,264.0,768,1910,2002,2,7,0.0,0,0.0,0,270,9600,132000
7,1958,2.0,499.0,2.0,779.0,1029,1994,2001,2,7,0.0,1,497.0,93,202,9317,220000
8,1788,2.5,522.0,2.0,1753.0,1788,2001,2001,2,7,0.0,1,0.0,151,202,11838,236500
8,1935,2.15,552.0,2.0,832.0,832,2009,2009,2,8,110.0,0,544.0,150,0,8004,263435
6,1969,1.05,400.0,2.0,1272.0,1272,1938,1958,2,9,0.0,1,0.0,34,0,6876,141000
7,1986,2.1,434.0,2.0,847.0,847,2003,2003,2,9,196.0,1,0.0,48,120,8396,213000
7,1214,2.85,520.0,2.0,1214.0,1214,2009,2010,2,6,0.0,0,0.0,25,0,9803,179781
8,1342,2.7,550.0,2.0,1342.0,1342,2006,2007,2,6,176.0,1,846.0,35,0,6240,234250
8,2898,2.85,665.0,2.0,1565.0,2898,1976,1976,2,10,0.0,1,1165.0,72,0,15498,287000
8,2004,2.1,644.0,3.0,870.0,878,2002,2002,2,8,0.0,1,651.0,48,0,12891,257500
6,986,1.35,180.0,1.0,960.0,986,1926,1950,1,5,0.0,1,0.0,128,0,6180,102000
7,1108,1.05,280.0,1.0,637.0,1108,1930,1950,1,6,0.0,1,0.0,0,0,7449,139400
3,1214,1.85,936.0,3.0,672.0,694,1915,1950,1,6,0.0,0,0.0,0,216,10410,105000
8,2217,1.9,621.0,2.0,2217.0,2217,1970,1970,2,8,0.0,1,351.0,207,81,15865,268000
6,2201,1.7,432.0,2.0,697.0,1575,1966,1966,2,8,0.0,1,0.0,236,586,19690,274970
7,1220,2.1,397.0,2.0,1220.0,1220,2005,2006,2,5,16.0,1,16.0,16,100,3182,180000
7,1378,1.85,360.0,2.0,689.0,689,1928,2005,2,7,0.0,1,141.0,0,0,9600,161000
4,930,1.7,308.0,1.0,0.0,930,1946,2006,1,6,0.0,0,0.0,0,0,11100,84900
5,988,1.9,264.0,1.0,988.0,988,1958,1958,1,5,0.0,0,532.0,0,0,13587,119000
8,1964,2.85,892.0,3.0,1964.0,1964,2005,2006,2,7,674.0,1,1571.0,265,0,11447,370000
7,1270,2.5,524.0,2.0,1270.0,1270,2005,2006,2,6,0.0,0,0.0,96,0,7242,175900
5,2240,2.0,528.0,2.0,0.0,1120,1979,1979,2,12,0.0,0,0.0,0,154,7018,142953
8,1494,2.6,478.0,2.0,1494.0,1494,1994,1995,1,5,0.0,1,457.0,30,0,9466,279700
5,1364,1.9,331.0,1.0,1179.0,1364,1957,1957,1,6,0.0,1,623.0,60,0,8400,132000
9,2153,2.5,736.0,3.0,1440.0,1476,2000,2000,2,8,204.0,2,904.0,142,253,11050,313000
4,1336,1.05,570.0,1.0,637.0,897,1920,1950,1,7,0.0,0,637.0,47,0,11040,108000
7,1656,1.7,397.0,2.0,746.0,760,2003,2004,2,7,92.0,1,0.0,128,178,6931,165400
6,1499,2.5,473.0,2.0,781.0,795,1995,1995,2,6,68.0,1,0.0,91,413,12438,187000
8,2794,3.4,810.0,3.0,1462.0,1490,1995,1996,2,9,506.0,1,689.0,146,0,15138,403000
6,2030,2.05,551.0,2.0,848.0,1118,1976,1976,2,8,298.0,1,156.0,224,0,12046,195000
6,1254,1.9,525.0,2.0,1218.0,1254,1961,1961,1,6,291.0,1,600.0,0,0,9600,158500
8,1989,2.5,586.0,2.0,1065.0,1091,2002,2002,2,7,210.0,1,932.0,60,199,11367,255000
5,1898,2.5,484.0,2.0,1898.0,1898,1956,1956,2,7,0.0,2,1116.0,51,0,26073,236500
5,988,1.9,360.0,1.0,988.0,988,1966,1966,1,5,52.0,0,725.0,0,0,7150,129250
7,1801,2.5,484.0,2.0,1501.0,1801,1959,1997,2,6,0.0,2,1247.0,54,0,15602,289000
5,1872,1.45,484.0,2.0,0.0,936,1976,1976,2,8,0.0,0,0.0,0,0,10260,100000
8,2439,2.5,560.0,2.0,1531.0,1531,2001,2001,2,7,256.0,1,1198.0,121,184,12728,275000
8,1764,2.5,560.0,2.0,850.0,886,1999,2000,2,7,192.0,1,0.0,29,120,11690,207000
5,1200,1.9,884.0,2.0,864.0,1200,1965,1998,1,6,166.0,0,661.0,64,0,9230,146000
6,1030,1.0,264.0,1.0,494.0,494,1972,1972,1,6,380.0,0,282.0,0,0,1890,116000
7,2034,2.5,645.0,2.0,1057.0,1057,1997,1998,2,8,573.0,0,739.0,36,576,9375,219500
7,1405,2.7,478.0,2.0,1405.0,1405,2003,2003,2,6,163.0,1,0.0,36,148,3480,173000
